Attribute,Attribute,ISBLANK,Description,Value,Missing_value,Meaning
,D19_VERSICHERUNGEN_RZ,1,transactional activity based on the product group INSURANCES - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_VERSICHERUNGEN_RZ,1,transactional activity based on the product group INSURANCES - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_VERSICHERUNGEN_RZ,1,transactional activity based on the product group INSURANCES - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_VERSICHERUNGEN_RZ,1,transactional activity based on the product group INSURANCES - on grid level -,6,[0],Buyer > 24 months
,D19_VERSICHERUNGEN_RZ,1,transactional activity based on the product group INSURANCES - on grid level -,7,[0],Prospects > 24 months
D19_VERSI_ANZ_12,D19_VERSI_ANZ_12,0,transaction activity INSURANCE in the last 12 months,0,[0],no transactions known
,D19_VERSI_ANZ_12,1,transaction activity INSURANCE in the last 12 months,1,[0],very low activity
,D19_VERSI_ANZ_12,1,transaction activity INSURANCE in the last 12 months,2,[0],low activity
,D19_VERSI_ANZ_12,1,transaction activity INSURANCE in the last 12 months,3,[0],slightly increased activity
,D19_VERSI_ANZ_12,1,transaction activity INSURANCE in the last 12 months,4,[0],increased activity
,D19_VERSI_ANZ_12,1,transaction activity INSURANCE in the last 12 months,5,[0],high activity
,D19_VERSI_ANZ_12,1,transaction activity INSURANCE in the last 12 months,6,[0],very high activity
D19_VERSI_ANZ_24,D19_VERSI_ANZ_24,0,transaction activity INSURANCE in the last 24 months,0,[0],no transactions known
,D19_VERSI_ANZ_24,1,transaction activity INSURANCE in the last 24 months,1,[0],very low activity
,D19_VERSI_ANZ_24,1,transaction activity INSURANCE in the last 24 months,2,[0],low activity
,D19_VERSI_ANZ_24,1,transaction activity INSURANCE in the last 24 months,3,[0],slightly increased activity
,D19_VERSI_ANZ_24,1,transaction activity INSURANCE in the last 24 months,4,[0],increased activity
,D19_VERSI_ANZ_24,1,transaction activity INSURANCE in the last 24 months,5,[0],high activity
,D19_VERSI_ANZ_24,1,transaction activity INSURANCE in the last 24 months,6,[0],very high activity
D19_VOLLSORTIMENT_RZ,D19_VOLLSORTIMENT_RZ,0,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,0,[0],no transaction known
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,1,[0],Multibuyer 0-12 months
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,6,[0],Buyer > 24 months
,D19_VOLLSORTIMENT_RZ,1,transactional activity based on the product group COMPLETE MAIL-ORDER OFFERS - on grid level -,7,[0],Prospects > 24 months
D19_WEIN_FEINKOST_RZ,D19_WEIN_FEINKOST_RZ,0,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,0,[0],no transaction known
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,1,[0],Multibuyer 0-12 months
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,6,[0],Buyer > 24 months
,D19_WEIN_FEINKOST_RZ,1,transactional activity based on the product group WINE AND GOURMET FOOD - on grid level -,7,[0],Prospects > 24 months
EWDICHTE,EWDICHTE,0,density of inhabitants per square kilometer,-1,[-1],unknown
,EWDICHTE,1,density of inhabitants per square kilometer,1,[-1],less than 34 HH/km²
,EWDICHTE,1,density of inhabitants per square kilometer,2,[-1],34 - 89 HH/km²
,EWDICHTE,1,density of inhabitants per square kilometer,3,[-1],90 - 149 HH/km²
,EWDICHTE,1,density of inhabitants per square kilometer,4,[-1],150 - 319 HH/km²
,EWDICHTE,1,density of inhabitants per square kilometer,5,[-1],320 - 999 HH/km²
,EWDICHTE,1,density of inhabitants per square kilometer,6,[-1],more than 999 HH/²
FINANZTYP,FINANZTYP,0,best descirbing financial type for the person,-1,[-1],unknown
,FINANZTYP,1,best descirbing financial type for the person,1,[-1],low finacial interest
,FINANZTYP,1,best descirbing financial type for the person,2,[-1],money saver
,FINANZTYP,1,best descirbing financial type for the person,3,[-1],main focus is the own house
,FINANZTYP,1,best descirbing financial type for the person,4,[-1],be prepared
,FINANZTYP,1,best descirbing financial type for the person,5,[-1],Investor
,FINANZTYP,1,best descirbing financial type for the person,6,[-1],unremarkable
FINANZ_ANLEGER,FINANZ_ANLEGER,0,financial typology: investor,-1,[-1],unknown
,FINANZ_ANLEGER,1,financial typology: investor,1,[-1],very high
,FINANZ_ANLEGER,1,financial typology: investor,2,[-1],high
,FINANZ_ANLEGER,1,financial typology: investor,3,[-1],average
,FINANZ_ANLEGER,1,financial typology: investor,4,[-1],low
,FINANZ_ANLEGER,1,financial typology: investor,5,[-1],very low
FINANZ_HAUSBAUER,FINANZ_HAUSBAUER,0,financial typology: main focus is the own house,-1,[-1],unknown
,FINANZ_HAUSBAUER,1,financial typology: main focus is the own house,1,[-1],very high
,FINANZ_HAUSBAUER,1,financial typology: main focus is the own house,2,[-1],high
,FINANZ_HAUSBAUER,1,financial typology: main focus is the own house,3,[-1],average
,FINANZ_HAUSBAUER,1,financial typology: main focus is the own house,4,[-1],low
,FINANZ_HAUSBAUER,1,financial typology: main focus is the own house,5,[-1],very low
FINANZ_MINIMALIST,FINANZ_MINIMALIST,0,financial typology: low financial interest,-1,[-1],unknown
,FINANZ_MINIMALIST,1,financial typology: low financial interest,1,[-1],very high
,FINANZ_MINIMALIST,1,financial typology: low financial interest,2,[-1],high
,FINANZ_MINIMALIST,1,financial typology: low financial interest,3,[-1],average
,FINANZ_MINIMALIST,1,financial typology: low financial interest,4,[-1],low
,FINANZ_MINIMALIST,1,financial typology: low financial interest,5,[-1],very low
FINANZ_SPARER,FINANZ_SPARER,0,financial typology: money saver,-1,[-1],unknown
,FINANZ_SPARER,1,financial typology: money saver,1,[-1],very high
,FINANZ_SPARER,1,financial typology: money saver,2,[-1],high
,FINANZ_SPARER,1,financial typology: money saver,3,[-1],average
,FINANZ_SPARER,1,financial typology: money saver,4,[-1],low
,FINANZ_SPARER,1,financial typology: money saver,5,[-1],very low
FINANZ_UNAUFFAELLIGER,FINANZ_UNAUFFAELLIGER,0,financial typology: unremarkable,-1,[-1],unknown
,FINANZ_UNAUFFAELLIGER,1,financial typology: unremarkable,1,[-1],very high
,FINANZ_UNAUFFAELLIGER,1,financial typology: unremarkable,2,[-1],high
,FINANZ_UNAUFFAELLIGER,1,financial typology: unremarkable,3,[-1],average
,FINANZ_UNAUFFAELLIGER,1,financial typology: unremarkable,4,[-1],low
,FINANZ_UNAUFFAELLIGER,1,financial typology: unremarkable,5,[-1],very low
FINANZ_VORSORGER,FINANZ_VORSORGER,0,financial typology: be prepared,-1,[-1],unknown
,FINANZ_VORSORGER,1,financial typology: be prepared,1,[-1],very high
,FINANZ_VORSORGER,1,financial typology: be prepared,2,[-1],high
,FINANZ_VORSORGER,1,financial typology: be prepared,3,[-1],average
,FINANZ_VORSORGER,1,financial typology: be prepared,4,[-1],low
,FINANZ_VORSORGER,1,financial typology: be prepared,5,[-1],very low
GEBAEUDETYP,GEBAEUDETYP,0,type of building (residential or commercial),"-1, 0","[-1,0]",unknown
,GEBAEUDETYP,1,type of building (residential or commercial),1,"[-1,0]",residental building
,GEBAEUDETYP,1,type of building (residential or commercial),2,"[-1,0]",residental building buildings without actually known household
,GEBAEUDETYP,1,type of building (residential or commercial),3,"[-1,0]",mixed (=residential and company) building
,GEBAEUDETYP,1,type of building (residential or commercial),4,"[-1,0]",mixed building without actually known household or comapny
,GEBAEUDETYP,1,type of building (residential or commercial),5,"[-1,0]",company building w/o known company
,GEBAEUDETYP,1,type of building (residential or commercial),6,"[-1,0]",mixed building without actually known household
,GEBAEUDETYP,1,type of building (residential or commercial),7,"[-1,0]",company building
,GEBAEUDETYP,1,type of building (residential or commercial),8,"[-1,0]",mixed building without actually known company
GEBAEUDETYP_RASTER,GEBAEUDETYP_RASTER,0,industrial areas,1,"[-1,0]",business cell
,GEBAEUDETYP_RASTER,1,industrial areas,2,"[-1,0]",mixed cell with high business share
,GEBAEUDETYP_RASTER,1,industrial areas,3,"[-1,0]",mixed cell with middle business share
,GEBAEUDETYP_RASTER,1,industrial areas,4,"[-1,0]",mixed cell with low business share
,GEBAEUDETYP_RASTER,1,industrial areas,5,"[-1,0]",residential cell
GEBURTSJAHR,GEBURTSJAHR,0,year of birth,…,,numeric value
GFK_URLAUBERTYP,GFK_URLAUBERTYP,0,vacation habits,1,,Event travelers
,GFK_URLAUBERTYP,1,vacation habits,2,,Family-oriented vacationists
,GFK_URLAUBERTYP,1,vacation habits,3,,Winter sportspeople
,GFK_URLAUBERTYP,1,vacation habits,4,,Culture lovers
,GFK_URLAUBERTYP,1,vacation habits,5,,Nature fans
,GFK_URLAUBERTYP,1,vacation habits,6,,Hiker
,GFK_URLAUBERTYP,1,vacation habits,7,,Golden ager
,GFK_URLAUBERTYP,1,vacation habits,8,,Homeland-connected vacationists
,GFK_URLAUBERTYP,1,vacation habits,9,,Package tour travelers
,GFK_URLAUBERTYP,1,vacation habits,10,,Connoisseurs
,GFK_URLAUBERTYP,1,vacation habits,11,,Active families
,GFK_URLAUBERTYP,1,vacation habits,12,,without vacation
GEOSCORE_KLS7,GEOSCORE_KLS7,0,microgeographical risk index concerning population solvency,"-1, 0","[-1,0]",unknown
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,1,"[-1,0]",almost no risk
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,2,"[-1,0]",risk below average
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,3,"[-1,0]",risk slightly below average
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,4,"[-1,0]",average risk
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,5,"[-1,0]",risk slightly above average
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,6,"[-1,0]",risk above average
,GEOSCORE_KLS7,1,microgeographical risk index concerning population solvency,7,"[-1,0]",highest risk
GREEN_AVANTGARDE,GREEN_AVANTGARDE,0,Green avantgarde the environmental sustainability is the dominating movement in the youth of these consumers,0,"[-1,0]",doesn't belong to the green avantgarde
,GREEN_AVANTGARDE,1,Green avantgarde the environmental sustainability is the dominating movement in the youth of these consumers,1,"[-1,0]",belongs to the green avantgarde
HAUSHALTSSTRUKTUR,HAUSHALTSSTRUKTUR,0,"structure of the household (single-hh, couple with different surnames, family,...)","-1, 0","[-1,0]",unknown
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",1,"[-1,0]","single-person-houshold, male, w/o child "
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",2,"[-1,0]","single-person-houshold, female, w/o child "
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",3,"[-1,0]","single-person-houshold, w/ child"
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",4,"[-1,0]",more-person-household with similar title and dissimilar surname (indication of flat share or similar)
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",5,"[-1,0]",more-person-household with similar title and similar surname (indication of generation-HH or similar)
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",6,"[-1,0]","more-person-household with dissimilar title and dissimilar surname w/o child (married couples, flat sharing or respectively couples with dissimal surname w/o child)  "
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",7,"[-1,0]",more-person-household with dissimilar title and similar surname w/o child (families w/o child)
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",8,"[-1,0]","more-person-household with dissimilar title and dissimilar surname w child (married couples, flat sharing or respectively couples with dissimal surname w child) "
,HAUSHALTSSTRUKTUR,1,"structure of the household (single-hh, couple with different surnames, family,...)",9,"[-1,0]",more-person-household with dissimilar title and similar surname w child (family w child)
HEALTH_TYP,HEALTH_TYP,0,health typology,-1,"[-1,0]",unknown
,HEALTH_TYP,1,health typology,0,"[-1,0]",classification not possible
,HEALTH_TYP,1,health typology,1,"[-1,0]",critical reserved
,HEALTH_TYP,1,health typology,2,"[-1,0]",sanitary affine
,HEALTH_TYP,1,health typology,3,"[-1,0]",jaunty hedonists
HH_EINKOMMEN_SCORE,HH_EINKOMMEN_SCORE,0,estimated household net income,"-1, 0","[-1,0]",unknown
,HH_EINKOMMEN_SCORE,1,estimated household net income,1,"[-1,0]",highest income
,HH_EINKOMMEN_SCORE,1,estimated household net income,2,"[-1,0]",very high income
,HH_EINKOMMEN_SCORE,1,estimated household net income,3,"[-1,0]",high income
,HH_EINKOMMEN_SCORE,1,estimated household net income,4,"[-1,0]",average income
,HH_EINKOMMEN_SCORE,1,estimated household net income,5,"[-1,0]",lower income
,HH_EINKOMMEN_SCORE,1,estimated household net income,6,"[-1,0]",very low income
INNENSTADT,INNENSTADT,0,distance to the city centre,-1,[-1],unknown
,INNENSTADT,1,distance to the city centre,1,[-1],city centre
,INNENSTADT,1,distance to the city centre,2,[-1],distance to the city centre 3 km
,INNENSTADT,1,distance to the city centre,3,[-1],distance to the city centre 3-5 km
,INNENSTADT,1,distance to the city centre,4,[-1],distance to the city centre 5-10 km
,INNENSTADT,1,distance to the city centre,5,[-1],distance to the city centre 10-20 km
,INNENSTADT,1,distance to the city centre,6,[-1],distance to the city centre 20-30 km
,INNENSTADT,1,distance to the city centre,7,[-1],distance to the city centre 30-40 km
,INNENSTADT,1,distance to the city centre,8,[-1],distance to the city centre > 40 km
KBA05_ALTER1,KBA05_ALTER1,0,share of car owners less than 31 years old,"-1, 9","[-1,9]",unknown
,KBA05_ALTER1,1,share of car owners less than 31 years old,0,"[-1,9]",none
,KBA05_ALTER1,1,share of car owners less than 31 years old,1,"[-1,9]",low
,KBA05_ALTER1,1,share of car owners less than 31 years old,2,"[-1,9]",average
,KBA05_ALTER1,1,share of car owners less than 31 years old,3,"[-1,9]",high
,KBA05_ALTER1,1,share of car owners less than 31 years old,4,"[-1,9]",very high
